Time [s],Acceleration[mg]
2.47,-4.971613804
2.471,4.431621455
2.472,2.611289588
2.473,3.444891906
2.474,-5.21855011
2.475,-2.358140359
2.476,-5.92943209
2.477,-2.620395903
2.478,7.734661429
2.479,5.87317865
2.48,8.290833169
2.481,0.282338341
2.482,3.057063127
2.483,3.834002606
2.484,0.014611891
2.485,-1.338737639
2.486,-7.593948366
2.487,-2.001466565
2.488,5.358303526
2.489,-2.71407141
2.49,-2.420543686
2.491,-3.674785835
2.492,-9.692691024
2.493,-7.008515803
2.494,-1.784860364
2.495,-4.102765446
2.496,10.78784666
2.497,8.218783836
2.498,8.650099832
2.499,6.717647501
2.5,6
2.501,-0.913421435
2.502,0.585968145
2.503,-2.867642827
2.504,-2.551778679
2.505,0.102765445
2.506,2.548792387
2.507,0.657374793
2.508,-3.543376952
2.509,-7.12944023
2.51,-8.579456312
2.511,-7.090154655
2.512,-6.594371504
2.513,-3.349674444
2.514,4.357880387
2.515,6.33873764
2.516,4.221456086
2.517,4.517138405
2.518,1.17900485
2.519,4.521887725
2.52,-3.290833169
2.521,-0.068952586
2.522,2.501406549
2.523,1.971536911
2.524,-1.834499933
2.525,0.358140358
2.526,-3.017517866
2.527,-4.796032915
2.528,-0.847357564
2.529,-6.23584752
2.53,2.971613804
2.531,-3.904362522
2.532,-4.045072042
2.533,-0.39636047
2.534,1.494692056
2.535,-1.163754405
2.536,-0.140851612
2.537,-0.959620698
2.538,2.30423956
2.539,6.756765503
2.54,-0.839408731
2.541,5.221757086
2.542,8.636748461
2.543,8.058375633
2.544,6.652987582
2.545,1.155740065
2.546,-3.720729944
2.547,-6.407572631
2.548,-7.933277053
2.549,-2.541698885
2.55,-5.94934222
2.551,3.348116503
2.552,-4.935012248
2.553,-2.990412491
2.554,2.512085904
2.555,-4.132827466
2.556,-5.475190874
2.557,0.647537719
2.558,-6.79854817
2.559,7.683743061
2.56,5.458500199
2.561,7.428231053
2.562,1.896452788
2.563,2.342774857
2.564,-0.604601098
2.565,-3.905902242
2.566,-4.389008028
2.567,-7.361222845
2.568,-3.089846286
2.569,1.72761179
2.57,-1.577866532
2.571,8.407755184
2.572,-4.352030359
2.573,0.459016159
2.574,-9.299549908
2.575,-2.029422183
2.576,0.655488074
2.577,3.480546365
2.578,10.37045638
2.579,2.27988716
2.58,10.27851668
2.581,2.323762808
2.582,2.06691072
2.583,-2.258297666
2.584,0.330283259
2.585,1.237482424
2.586,0.506703578
2.587,0.64258342
2.588,-1.222042784
2.589,0.285201842
2.59,-3.374297485
2.591,-0.669136334
2.592,-7.796248647
2.593,-4.705903704
2.594,3.782597372
2.595,-7.002486756
2.596,3.440086774
2.597,-0.34863386
2.598,6.661002334
2.599,3.768792568
2.6,0.001530142
2.601,-0.028192842
2.602,-7.124490973
2.603,0.690990703
2.604,0.548043841
2.605,-1.236869531
2.606,1.994286227
2.607,0.679945594
2.608,1.512743917
2.609,-3.131950551
2.61,-6.705397495
2.611,-6.81369642
2.612,-0.044623714
2.613,-0.250390992
2.614,2.026304768
2.615,2.797125428
2.616,3.255733773
2.617,-2.421688182
2.618,4.172533123
2.619,-3.615178783
2.62,2.972531505
2.621,0.471848284
2.622,-3.399931942
2.623,-0.352045218
2.624,-1.363236292
2.625,6.404163056
2.626,7.048784633
2.627,-6.806386837
2.628,-6.995504508
2.629,-3.985586805
2.63,-2.496593076
2.631,-1.806405808
2.632,0.639273137
2.633,2.087760418
2.634,-1.447502574
2.635,4.907753518
2.636,-0.155008364
2.637,-4.118802751
2.638,2.541386438
2.639,0.279490402
2.64,-2.742239636
2.641,6.913963078
2.642,-1.866292516
2.643,4.128000873
2.644,-0.270222937
2.645,-7.862140001
2.646,3.109098656
2.647,-2.183548954
2.648,1.58031951
2.649,1.5545998
2.65,3.75065778
2.651,0.857894042
2.652,0.14646959
2.653,3.091734473
2.654,-4.509437813
2.655,0.686057985
2.656,-4.264299241
2.657,-3.848053808
2.658,5.296797345
2.659,6.391469956
2.66,0.981076129
2.661,8.52160575
2.662,-1.015967051
2.663,-0.682312706
2.664,-4.796612168
2.665,-6.708150979
2.666,-1.893847037
2.667,-0.26691322
2.668,-3.374459915
2.669,-3.737034519
2.67,-0.472563183
2.671,-4.499155959
2.672,-3.38060182
2.673,-0.743844374
2.674,-2.114946822
2.675,-7.5435677
2.676,-4.251320871
2.677,-3.796475508
2.678,7.918566694
2.679,2.397154482
2.68,-3.622810489
2.681,-0.708212467
2.682,3.85324821
2.683,-7.086850044
2.684,0.806772575
2.685,-2.670527727
2.686,2.237205441
2.687,4.203428724
2.688,5.90722336
2.689,-2.610466286
2.69,1.590403646
2.691,-4.893552907
2.692,-5.637963258
2.693,1.761162155
2.694,3.873303428
2.695,-3.264529475
2.696,11.01364492
2.697,4.79266548
2.698,1.771068083
2.699,-5.269749546
2.7,-6.233592156
2.701,-4.883075936
2.702,-7.666906487
2.703,6.780330427
2.704,-0.706612071
2.705,6.349378822
2.706,-4.852347336
2.707,-2.20418017
2.708,-8.528960963
2.709,1.622270187
2.71,-0.573454799
2.711,-4.365650851
2.712,-6.956732805
2.713,0.502271
2.714,0.62522018
2.715,0.962592385
2.716,4.377490879
2.717,4.533524774
2.718,-2.083853923
2.719,0.503584493
2.72,-0.589019009
2.721,7.558207952
2.722,1.359978762
2.723,1.259513608
2.724,0.814364131
2.725,2.531877181
2.726,-7.99900385
2.727,-1.073332066
2.728,-6.889925341
2.729,-10.55679019
2.73,-1.411847015
2.731,-0.039315871
2.732,-4.736548765
2.733,0.277526775
2.734,-1.313757514
2.735,4.857044439
2.736,-3.432461759
2.737,0.97358814
2.738,-6.039526224
2.739,-2.637459446
2.74,6.031959773
2.741,8.550735806
2.742,7.335671761
2.743,4.267850543
2.744,-0.323771653
2.745,-7.150051131
2.746,-0.811702376
2.747,-6.774226915
2.748,-3.338408483
2.749,4.335838638
2.75,6.399999999
2.751,-2.927912256
2.752,-4.707502694
2.753,1.03542719
2.754,-11.80775583
2.755,-5.247938099
2.756,0.13520186
2.757,3.23135789
2.758,0.085005293
2.759,1.053356032
2.76,10.20753028
2.761,-0.326115296
2.762,-0.074951721
2.763,-1.990986361
2.764,-3.743805908
2.765,-4.318526066
2.766,-2.816377741
2.767,4.528193241
2.768,1.299943887
2.769,5.501710616
2.77,-2.313960046
2.771,-2.560736731
2.772,-2.699579445
2.773,-2.704237855
2.774,-3.735252956
2.775,3.53187718
2.776,5.550613236
2.777,1.890419396
2.778,7.169632867
2.779,9.562154496
2.78,-0.686905975
2.781,-0.037441992
2.782,-2.120346575
2.783,0.282858306
2.784,0.880111104
2.785,5.138162889
2.786,1.936564329
2.787,3.466845503
2.788,-1.921307305
2.789,-4.676994999
2.79,-6.749025304
2.791,-1.880350039
2.792,1.721705503
2.793,2.832312481
2.794,1.688679148
2.795,-1.552734211
2.796,2.289441387
2.797,0.970676323
2.798,-2.297812275
2.799,-4.619325041
2.8,-2.233592156
2.801,1.466499559
2.802,5.40197387
2.803,4.602319584
2.804,5.017591467
2.805,3.637583559
2.806,4.332276943
2.807,-2.275330496
2.808,-0.888629725
2.809,-10.39093268
2.81,-3.234025851
2.811,-0.299122138
2.812,2.871797861
2.813,-4.761145777
2.814,0.925861292
2.815,-3.846098231
2.816,2.30415235
2.817,2.163816423
2.818,2.889740862
2.819,-4.167185982
2.82,0.475076477
2.821,7.393207938
2.822,0.108912589
2.823,6.572618705
2.824,1.012430024
2.825,-0.543567699
2.826,-6.378697716
2.827,-8.112938586
2.828,-0.570947715
2.829,-4.495209417
2.83,9.429549849
2.831,-3.278061005
2.832,4.589047434
2.833,-6.517579687
2.834,-1.391226811
2.835,-1.532580475
2.836,-0.48526802
2.837,-1.717738205
2.838,1.019458446
2.839,8.2102616
2.84,6.805505625
2.841,-3.111150269
2.842,1.547463813
2.843,1.188438845
2.844,-2.723272755
2.845,-3.216055048
2.846,2.486615643
2.847,2.282080367
2.848,2.515563801
2.849,-2.878355063
2.85,4.750657781
2.851,-1.709151094
2.852,-7.788774701
2.853,2.626105151
2.854,-7.886954801
2.855,1.039973031
2.856,-1.811249424
2.857,6.09150822
2.858,3.883041017
2.859,-1.583416696
2.86,-1.56666913
2.861,-0.409165448
2.862,4.50596094
2.863,-3.083377252
2.864,-1.466352513
2.865,3.732183013
2.866,0.0498772
2.867,0.338426885
2.868,-5.324234211
2.869,-6.265379322
2.87,-0.398706107
2.871,-8.989533347
2.872,-7.805158613
2.873,-4.437292627
2.874,4.312535527
2.875,5.404163055
2.876,6.373012813
2.877,3.27886057
2.878,4.409722163
2.879,-2.524205172
2.88,-4.125355462
2.881,2.843794732
2.882,2.13604047
2.883,-4.672354649
2.884,5.758353998
2.885,8.972695932
2.886,4.337648918
2.887,-1.285816489
2.888,-6.009198214
2.889,1.874959431
2.89,-8.880968
2.891,-6.634570777
2.892,1.763410384
2.893,6.716438245
2.894,2.535312712
2.895,1.861017436
2.896,7.544097298
2.897,-7.118663401
2.898,2.244603239
2.899,-1.764441948
2.9,0.001530141
2.901,6.505041673
2.902,3.291908122
2.903,7.461020245
2.904,6.444033318
2.905,-0.100373723
2.906,-3.758429112
2.907,-0.742396356
2.908,-0.046915114
2.909,-3.166516109
2.91,-4.198726981
2.911,2.59654599
2.912,3.742531718
2.913,0.678008919
2.914,1.195359429
2.915,-4.93808808
2.916,-5.172336967
2.917,3.992368801
2.918,-4.896596629
2.919,-0.135210708
2.92,-0.623596357
2.921,7.275940617
2.922,2.560802273
2.923,-2.150359422
2.924,-0.08076103
2.925,0.970577818
2.926,-7.563300803
2.927,1.089921947
2.928,0.457623745
2.929,2.411701726
2.93,-0.675753499
2.931,-5.813414695
2.932,0.873661063
2.933,-3.611889311
2.934,-9.886387802
2.935,-0.730331738
2.936,-2.29325695
2.937,5.307349357
2.938,2.931878285
2.939,11.1168869
2.94,-0.717070305
2.941,4.181122836
2.942,-3.547881701
2.943,3.684030372
2.944,-0.934164388
2.945,-3.034940499
2.946,-7.49186064
2.947,-2.800066597
2.948,1.434081964
2.949,7.611867398
2.95,1.050657781
2.951,-1.805449778
2.952,-0.302371265
2.953,-10.59791853
2.954,-0.716783402
2.955,2.057853096
2.956,-0.888038905
2.957,5.021882981
2.958,8.386081994
2.959,1.724377312
2.96,-3.663838226
2.961,-3.931890348
2.962,0.268814061
2.963,-3.9241952
2.964,1.547804238
2.965,-4.33932491
2.966,3.99207183
2.967,3.854305998
2.968,1.991420611
2.969,-9.363336036
2.97,0.069500772
2.971,-5.239794064
2.972,-2.65701167
2.973,0.573061295
2.974,6.246233028
2.975,9.358140357
2.976,-3.098250827
2.977,-2.397557301
2.978,-1.688939346
2.979,-7.065006042
2.98,1.611279864
2.981,-2.019138761
2.982,-1.857487803
2.983,6.266471937
2.984,9.724076311
2.985,3.514308145
2.986,-6.330775463
2.987,-6.385099942
2.988,-5.558946005
2.989,3.598501196
2.99,-6.755026817
2.991,-3.632060457
2.992,-1.292710486
2.993,0.693867444
2.994,4.089818873
2.995,-1.799347587
2.996,2.444274779
2.997,-4.677296931
2.998,3.955062357
2.999,4.350329459
3,4.999999999
3.001,-2.546103394
3.002,-1.71899438
3.003,3.028437942
3.004,-3.2082068
3.005,2.799347588
3.006,-8.325886849
3.007,0.954991546
3.008,-5.943357491
3.009,-2.17216561
3.01,0.755026818
3.011,6.597272738
3.012,-2.677121972
3.013,0.033958934
3.014,-3.905292515
3.015,-6.514308143
3.016,1.511991665
3.017,3.084669072
3.018,7.093555778
3.019,0.823364826
3.02,0.388720136
3.021,3.869232108
3.022,-0.074992675
3.023,-1.25130169
3.024,1.334318806
3.025,-1.358140359
3.026,-2.482301005
3.027,-4.924202306
3.028,-5.579056308
3.029,-5.564432002
3.03,-0.069500771
3.031,4.559109972
3.032,-0.227488588
3.033,-10.20544701
3.034,-5.228139809
3.035,-1.66067509
3.036,-2.311736262
3.037,9.275336209
3.038,6.967253916
3.039,5.736116413
3.04,1.663838228
3.041,6.079848753
3.042,-3.150014015
3.043,0.329258027
3.044,3.124106882
3.045,-0.057853098
3.046,-0.519284576
3.047,1.246777518
3.048,1.066303287
3.049,2.001223715
3.05,-3.050657781
3.051,-0.416093462
3.052,-8.670149943
3.053,-5.551074413
3.054,5.255792661
3.055,6.034940498
3.056,2.170232366
3.057,9.667110637
3.058,0.783949681
3.059,6.623103229
3.06,-5.282929694
3.061,0.687339161
3.062,0.304189692
3.063,-2.956208349
3.064,0.529324926
3.065,2.730331739
3.066,2.650319824
3.067,0.260748304
3.068,-5.10972904
3.069,-3.990811369
3.07,-4.324246501
3.071,0.784072208
3.072,-1.693691723
3.073,0.558937042
3.074,7.327232826
3.075,8.029422182
3.076,4.31682901
3.077,0.501500431
3.078,-3.324734294
3.079,1.528285448
3.08,2.623596356
3.081,2.939436772
3.082,7.132664604
3.083,6.358772209
3.084,0.408404943
3.085,4.938088082
3.086,-2.431427406
3.087,-4.029149928
3.088,-1.978599695
3.089,-7.400772056
3.09,-5.801273019
3.091,-2.637709958
3.092,0.810847137
3.093,3.391255346
3.094,4.522361136
3.095,-4.899626277
3.096,-2.20796534
3.097,-9.109879235
3.098,3.944159854
3.099,-1.700815608
3.1,7.998469857
3.101,3.568668014
3.102,8.991464738
3.103,6.469804412
3.104,-2.30802932
3.105,2.138982564
3.106,-4.771380689
3.107,-1.067579256
3.108,-2.999478361
3.109,-4.16965529
3.11,3.880968001
3.111,3.320814504
3.112,2.773130238
3.113,-7.065324518
3.114,-3.573716895
3.115,1.027304068
3.116,-3.522286023
3.117,-3.976504341
3.118,-2.899972495
3.119,3.960431334
3.12,8.125355462
3.121,10.32843124
3.122,-1.173654184
3.123,4.072280439
3.124,-5.136944834
3.125,-5.404163057
3.126,0.451396496
3.127,0.086151616
3.128,5.569090636
3.129,-0.814692717
3.13,6.398706108
3.131,-5.538846742
3.132,-9.911833767
3.133,-5.689567893
3.134,-8.28594518
3.135,-1.732183013
3.136,2.702420489
3.137,10.43451826
3.138,-1.269892961
3.139,5.213391514
3.14,-1.433330868
3.141,3.38764276
3.142,-5.646973038
3.143,2.259632787
3.144,-4.952682599
3.145,-5.039973032
3.146,0.650886823
3.147,-0.977246159
3.148,3.552706724
3.149,-1.095074969
3.15,-8.750657781
3.151,-5.925871001
3.152,-2.75163178
3.153,1.366778623
3.154,-3.722683622
3.155,0.216055047
3.156,2.959340733
3.157,5.162702164
3.158,5.688604166
3.159,2.915376334
3.16,-0.805505624
3.161,-1.406035536
3.162,1.216609531
3.163,-2.931120786
3.164,3.721335997
3.165,7.532580476
3.166,6.155158833
3.167,-5.83356132
3.168,-6.825115412
3.169,-7.52616506
3.17,-9.42954985
3.171,-1.309016649
3.172,5.334879737
3.173,3.761797576
3.174,0.14262974
3.175,2.543567699
3.176,-1.776362045
3.177,3.778522304
3.178,-2.872844611
3.179,-4.588981873
3.18,0.524923521
3.181,8.971412047
3.182,10.34632711
3.183,1.187324588
3.184,-4.068084372
3.185,-2.153901767
3.186,-10.16192927
3.187,-6.589995232
3.188,-9.107865839
3.189,-2.505103929
3.19,-0.765974149
3.191,4.586706615
3.192,-1.347438251
3.193,1.924189487
3.194,0.431655081
3.195,2.362416442
3.196,-2.78152349
3.197,-4.251178575
3.198,5.834094105
3.199,-3.662273493
3.2,-0.766407845
3.201,4.423551107
3.202,0.533880252
3.203,3.380464688
3.204,-0.053373408
3.205,0.552734211
3.206,-0.924747126
3.207,2.816546508
3.208,1.04222652
3.209,3.076123972
3.21,-2.250974695
3.211,-5.127231066
3.212,3.685239329
3.213,-9.817986511
3.214,-2.172632307
3.215,-3.138162889
3.216,-1.644043128
3.217,8.068282703
3.218,0.356414551
3.219,7.841668058
3.22,0.686905976
3.221,-1.75792843
3.222,-3.933564888
3.223,-4.539278388
3.224,-4.314545258
3.225,-0.531877182
3.226,2.499184979
3.227,4.353096845
3.228,10.46351147
3.229,-5.243489333
3.23,-0.686039953
3.231,-11.30593668
3.232,-7.536011866
3.233,-3.87933425
3.234,-3.419690239
3.235,-1.681473934
3.236,3.979873885
3.237,3.34212737
3.238,1.3110197
3.239,5.130341362
3.24,4.792469723
3.241,-5.249129968
3.242,-2.848937315
3.243,1.119783117
3.244,3.100866117
3.245,9.247938098
3.246,4.571687856
3.247,-4.386568198
3.248,0.471434717
3.249,-7.876313807
3.25,-11.4
3.251,-2.140064703
3.252,-4.897659496
3.253,4.423085906
3.254,5.575634398
3.255,1.150051131
3.256,-0.440160368
3.257,5.083290467
3.258,-4.099603781
3.259,-3.746509742
3.26,-1.031959773
3.261,2.44168551
3.262,4.2755942
3.263,6.377552869
3.264,1.668529736
3.265,-0.857044438
3.266,-4.922310463
3.267,3.371332218
3.268,-11.49951921
3.269,-0.764910194
3.27,-2.588152987
3.271,6.752564123
3.272,3.653857363
3.273,0.722191057
3.274,-0.237064126
3.275,0.468122819
3.276,4.421703848
3.277,-1.9083726
3.278,-2.123910784
3.279,3.246018112
3.28,0.589019008
3.281,1.300641572
3.282,6.3199219
3.283,8.817616237
3.284,-0.141422901
3.285,-0.962592383
3.286,-5.861288158
3.287,-5.85341201
3.288,-3.279335174
3.289,4.561424785
3.29,6.5734548
3.291,2.573503747
3.292,-6.707107012
3.293,-2.14696084
3.294,-0.38372064
3.295,-3.349378822
3.296,-0.057319953
3.297,-4.429189418
3.298,6.902974463
3.299,0.687302002
3.3,9.233592155
3.301,8.073975613
3.302,4.464999895
3.303,0.558475531
3.304,-4.777576947
3.305,-1.735470526
3.306,-0.109371405
3.307,6.887696834
3.308,5.401895281
3.309,0.089326841
3.31,-1.590403644
3.311,-3.193759779
3.312,-6.143291337
3.313,-9.554569733
3.314,2.52672658
3.315,-6.329472273
3.316,4.429295401
3.317,2.437991054
3.318,9.382819766
3.319,6.512438534
3.32,0.62281049
3.321,0.407071584
3.322,1.317501284
3.323,-3.852383485
3.324,0.487388849
3.325,5.543567698
3.326,1.878878846
3.327,-4.607296635
3.328,2.144533844
3.329,-4.305070105
3.33,-6.527436817
3.331,-9.067191545
3.332,0.138391936
3.333,-1.084227789
3.334,-3.342220943
3.335,-2.29184902
3.336,9.032680146
3.337,4.033453716
3.338,5.25203503
3.339,4.282620315
3.34,-1.981076128
3.341,-2.587243893
3.342,4.939270633
3.343,0.199194815
3.344,5.500367219
3.345,5.313942015
3.346,4.273369836
3.347,-3.442875481
3.348,-3.382537567
3.349,-4.662120106
3.35,-4.750657782
3.351,-2.358825865
3.352,6.183612511
3.353,0.832407945
3.354,-3.345166634
3.355,-0.137859999
3.356,-4.493709084
3.357,-2.776859864
3.358,1.102360495
3.359,2.890262985
3.36,-4.257760364
3.361,-0.475264338
3.362,6.69468154
3.363,6.46994376
3.364,7.391076342
3.365,0.092246484
3.366,-5.788565404
3.367,-0.438901425
3.368,-7.875341116
3.369,-4.997820257
3.37,-0.503406926
3.371,-1.818639261
3.372,0.759436531
3.373,-1.544754172
3.374,-2.284852609
3.375,-2.404163056
3.376,-8.400695729
3.377,0.703186226
3.378,4.635999919
3.379,-3.66762222
3.38,8.027468494
3.381,-1.580595151
3.382,10.06353485
3.383,-1.227170807
3.384,-2.019665796
3.385,-5.797125427
3.386,-4.262372747
3.387,1.899249982
3.388,-1.191444264
3.389,6.009470354
3.39,-4.294602504
3.391,-1.672275515
3.392,1.251188107
3.393,-5.031086604
3.394,-9.230354203
3.395,-6.76313047
3.396,-0.311975864
3.397,3.660150306
3.398,4.360558949
3.399,6.832418909
3.4,2.998469858
3.401,3.035433499
3.402,-4.424934357
3.403,-1.30022513
3.404,-4.204018797
3.405,2.002486755
3.406,-5.01866535
3.407,7.354762694
3.408,-4.439819329
3.409,2.864910269
3.41,-0.625702513
3.411,2.910572093
3.412,-7.014025194
3.413,-5.99372443
3.414,3.257228443
3.415,0.762517576
3.416,7.905784717
3.417,1.609438676
3.418,5.169157257
3.419,2.480463259
3.42,-0.278516676
3.421,-5.475661094
3.422,-4.1343884
3.423,-4.129405358
3.424,-0.419420096
3.425,6.029422181
3.426,6.063481932
3.427,2.189842831
3.428,-4.884037617
3.429,-4.211981248
3.43,-2.422133468
3.431,-9.531837855
3.432,-0.146221693
3.433,1.010081836
3.434,3.152940049
3.435,0.905902243
3.436,5.840669075
3.437,-1.991633846
3.438,-6.660384809
3.439,0.375995012
3.44,-0.458500199
3.441,2.120483002
3.442,4.034616147
3.443,0.703603288
3.444,8.711258852
3.445,1.132827467
3.446,1.251846119
3.447,-6.360728516
3.448,-5.301055731
3.449,-11.15234257
3.45,-2.050657782
3.451,-0.26252718
3.452,-5.302790926
3.453,9.056431623
3.454,0.484661968
3.455,3.844259936
3.456,-4.416919603
3.457,-1.707234625
3.458,3.599319517
3.459,-4.417531023
3.46,5.839408731
3.461,2.047460561
3.462,3.931828418
3.463,-3.689238292
3.464,7.37691959
3.465,2.163754407
3.466,0.269239966
3.467,-3.954780538
3.468,-2.190995937
3.469,1.100136457
3.47,6.028386195
3.471,-0.568378545
3.472,-2.388710412
3.473,-3.555108094
3.474,-2.21855011
3.475,-3.358140359
3.476,4.070567911
3.477,-1.620395903
3.478,7.734661428
3.479,-1.12682135
3.48,0.290833169
3.481,0.282338341
3.482,-1.942936873
3.483,-1.165997394
3.484,-2.985388109
3.485,-2.338737639
3.486,2.406051634
3.487,-5.001466566
3.488,4.358303526
3.489,1.28592859
3.49,5.579456314
3.491,-2.674785835
3.492,-5.692691023
3.493,-7.008515803
3.494,0.215139636
3.495,-0.102765446
3.496,-0.212153345
3.497,10.21878384
3.498,0.650099832
3.499,2.717647502
3.5,-1
3.501,-2.913421434
3.502,0.585968145
3.503,1.132357173
3.504,-2.551778679
3.505,0.102765444
3.506,-4.451207613
3.507,2.657374793
3.508,-1.543376952
3.509,-4.12944023
3.51,2.420543688
3.511,-5.090154655
3.512,-1.594371504
3.513,-1.349674445
3.514,5.357880387
3.515,-0.66126236
3.516,8.221456085
3.517,-0.482861595
3.518,0.17900485
3.519,1.521887726
3.52,-1.290833169
3.521,0.931047414
3.522,-4.498593452
3.523,1.97153691
3.524,6.165500068
3.525,4.358140358
3.526,-1.017517865
3.527,0.203967085
3.528,1.152642436
3.529,-0.23584752
3.53,-2.028386196
3.531,-6.904362522
3.532,-3.045072043
3.533,2.60363953
3.534,3.494692055
3.535,6.836245595
3.536,-2.140851612
3.537,5.040379302
3.538,-1.69576044
3.539,-2.243234497
3.54,0.160591269
3.541,8.221757085
3.542,6.636748461
3.543,8.058375633
3.544,3.652987582
3.545,3.155740065
3.546,-3.720729944
3.547,-2.407572631
3.548,-6.933277053
3.549,4.458301115
3.55,2.050657779
3.551,-3.651883497
3.552,-3.935012248
3.553,-5.990412491
3.554,0.512085904
3.555,-3.132827466
3.556,-1.475190874
3.557,-2.352462281
3.558,-3.79854817
3.559,2.683743061
3.56,10.4585002
3.561,5.428231052
3.562,7.896452788
3.563,1.342774857
3.564,-0.604601098
3.565,-10.90590224
3.566,-6.389008028
3.567,-1.361222844
3.568,1.910153713
3.569,-1.27238821
3.57,-2.577866532
3.571,-1.592244816
3.572,-2.352030359
3.573,-3.540983841
3.574,-0.299549908
3.575,-5.029422184
3.576,3.655488074
3.577,-0.519453635
3.578,1.370456377
3.579,5.27988716
3.58,6.278516677
3.581,5.323762808
3.582,-0.93308928
3.583,3.741702335
3.584,-6.669716741
3.585,-1.762517576
3.586,5.506703577
3.587,1.64258342
3.588,4.777957217
3.589,9.285201842
3.59,-8.374297485
3.591,-5.669136334
3.592,-5.796248646
3.593,1.294096295
3.594,-3.217402628
3.595,-4.002486757
3.596,6.440086774
3.597,0.65136614
3.598,3.661002334
3.599,3.768792569
3.6,-1.998469858
3.601,-4.028192842
3.602,-5.124490973
3.603,-3.309009297
3.604,-5.451956159
3.605,5.763130468
3.606,-1.005713773
3.607,4.679945594
3.608,3.512743918
3.609,-7.131950551
3.61,-11.70539749
3.611,-4.813696421
3.612,1.955376286
3.613,-4.250390992
3.614,7.026304768
3.615,-0.202874572
3.616,2.255733773
3.617,-2.421688181
3.618,1.172533123
3.619,-3.615178782
3.62,-1.027468495
3.621,-3.528151716
3.622,-0.399931943
3.623,5.647954781
3.624,-0.363236292
3.625,5.404163056
3.626,1.048784634
3.627,-1.806386837
3.628,-5.995504508
3.629,-8.985586805
3.63,-3.496593076
3.631,-8.806405808
3.632,-0.360726863
3.633,2.087760418
3.634,4.552497426
3.635,3.907753519
3.636,-5.155008364
3.637,4.881197249
3.638,1.541386437
3.639,-3.720509598
3.64,2.257760364
3.641,-1.086036922
3.642,7.133707484
3.643,6.128000873
3.644,5.729777063
3.645,2.13786
3.646,1.109098657
3.647,-5.183548954
3.648,-5.419680491
3.649,1.5545998
3.65,0.75065778
3.651,1.857894042
3.652,2.14646959
3.653,-0.908265527
3.654,-6.509437813
3.655,2.686057985
3.656,-2.264299241
3.657,-0.848053808
3.658,6.296797345
3.659,4.391469956
3.66,3.98107613
3.661,1.52160575
3.662,3.984032949
3.663,-1.682312705
3.664,-1.796612168
3.665,-7.708150979
3.666,0.106152962
3.667,3.73308678
3.668,-6.374459915
3.669,-4.737034519
3.67,2.527436817
3.671,-3.499155959
3.672,-8.380601819
3.673,2.256155626
3.674,-6.114946822
3.675,-5.543567701
3.676,0.748679129
3.677,3.203524492
3.678,7.918566694
3.679,8.397154482
3.68,9.377189511
3.681,-3.708212466
3.682,4.85324821
3.683,-2.086850044
3.684,-2.193227426
3.685,8.329472273
3.686,-2.76279456
3.687,0.203428724
3.688,-1.09277664
3.689,-2.610466286
3.69,-5.409596354
3.691,-0.893552907
3.692,-0.637963258
3.693,-3.238837846
3.694,3.873303427
3.695,4.735470525
3.696,9.013644924
3.697,2.79266548
3.698,-2.228931917
3.699,-1.269749545
3.7,-5.233592156
3.701,-4.883075936
3.702,-4.666906488
3.703,-2.219669573
3.704,-4.706612071
3.705,2.349378821
3.706,0.147652664
3.707,-3.20418017
3.708,-8.528960963
3.709,-0.377729813
3.71,-7.573454799
3.711,-10.36565085
3.712,-5.956732805
3.713,0.502271
3.714,5.62522018
3.715,1.962592385
3.716,-1.622509121
3.717,-2.466475225
3.718,1.916146077
3.719,2.503584493
3.72,4.410980991
3.721,6.558207952
3.722,-1.640021238
3.723,7.259513608
3.724,4.814364132
3.725,2.531877181
3.726,-0.999003849
3.727,-11.07333207
3.728,-5.88992534
3.729,1.443209811
3.73,-8.411847015
3.731,3.960684129
3.732,-1.736548765
3.733,-3.722473225
3.734,1.686242485
3.735,4.85704444
3.736,-3.432461759
3.737,0.97358814
3.738,1.960473776
3.739,1.362540553
3.74,10.03195977
3.741,-2.449264194
3.742,5.335671761
3.743,-3.732149457
3.744,-0.323771653
3.745,-7.150051131
3.746,-0.811702376
3.747,0.225773085
3.748,-4.338408484
3.749,3.335838638
3.75,0.399999999
3.751,-2.927912256
3.752,3.292497306
3.753,-0.964572809
3.754,-0.807755833
3.755,1.752061901
3.756,-4.86479814
3.757,4.231357889
3.758,8.085005293
3.759,6.053356031
3.76,-0.792469721
3.761,0.673884704
3.762,-2.074951721
3.763,-9.990986361
3.764,-5.743805908
3.765,-2.318526066
3.766,-3.816377741
3.767,-1.471806759
3.768,-2.700056113
3.769,6.501710616
3.77,-8.313960046
3.771,-4.560736731
3.772,-12.69957945
3.773,-4.704237855
3.774,-5.735252956
3.775,-4.468122821
3.776,0.550613236
3.777,4.890419396
3.778,0.169632867
3.779,0.562154496
3.78,6.313094025
3.781,2.962558008
3.782,-5.120346575
3.783,1.282858306
3.784,-6.119888897
3.785,3.138162889
3.786,-0.063435671
3.787,0.466845503
3.788,-0.921307305
3.789,-4.676994999
3.79,-8.749025303
3.791,-9.88035004
3.792,0.721705503
3.793,0.83231248
3.794,1.688679148
3.795,8.447265788
3.796,-0.710558613
3.797,4.970676323
3.798,3.702187725
3.799,2.38067496
3.8,1.766407844
3.801,1.466499559
